titratable_acidity,fat_milk_over_100mg_,pH_sour_milk_initial,streptococcus_strain_,lactobacillus_strain_,minimum_milk_proteins,ideal_temperature_c,quality_product
0.982,2.189,4.452,4.031,4.855,2.446,40.501,Low fat yogurt
1.051,2.7543,4.597,4.575,5.295,2.446,41.833,Low fat yogurt
0.963,3.0464,4.473,4.506,4.654,2.661,41.859,Low fat yogurt
1.177,1.4741,4.525,4.964,5.448,2.678,41.399,Low fat yogurt
0.995,3.9273,4.468,4.435,4.305,2.46,41.129,Regular yogurt
1.133,1.9093,4.569,4.782,5.83,2.557,40.389,Low fat yogurt
1.036,1.6925,4.593,5.716,4.225,2.453,40.172,Low fat yogurt
1.164,1.0939,4.553,5.969,4.77,2.603,40.335,Non fat yogurt
1.145,3.5768,4.479,4.0,4.747,2.532,41.582,Regular yogurt
0.973,2.1492,4.587,5.279,5.811,2.426,40.303,Low fat yogurt
0.999,1.9497,4.433,5.704,4.205,2.416,40.467,Low fat yogurt
1.135,2.6867,4.529,4.403,5.911,2.517,41.229,Low fat yogurt
1.174,1.198,4.42,4.8,5.305,2.516,41.527,Low fat yogurt
1.118,3.0305,4.572,5.437,4.886,2.648,40.04,Low fat yogurt
1.086,1.8798,4.415,5.61,4.791,2.622,41.141,Low fat yogurt
0.994,1.2209,4.535,5.957,5.884,2.571,40.425,Low fat yogurt
1.169,2.0625,4.544,5.944,5.691,2.514,41.199,Low fat yogurt
1.158,3.467,4.514,4.158,4.786,2.487,41.029,Regular yogurt
1.051,1.2323,4.449,4.83,4.992,2.587,40.746,Low fat yogurt
1.18,1.2487,4.485,5.102,5.229,2.529,40.489,Low fat yogurt
0.999,1.0407,4.495,4.078,4.434,2.628,40.006,Non fat yogurt
1.043,2.8318,4.499,5.031,5.313,2.47,41.472,Low fat yogurt
1.075,3.5016,4.542,5.621,5.463,2.631,41.111,Regular yogurt
1.027,1.9368,4.529,5.513,5.586,2.583,40.094,Low fat yogurt
1.028,1.1803,4.582,5.438,5.67,2.604,40.643,Low fat yogurt
1.155,1.0629,4.56,4.352,4.986,2.439,40.925,Non fat yogurt
1.0,2.5087,4.404,5.473,5.204,2.683,41.99,Low fat yogurt
1.044,2.6262,4.428,4.874,5.504,2.48,41.848,Low fat yogurt
1.103,3.8678,4.581,5.176,4.716,2.593,41.598,Regular yogurt
0.983,1.9039,4.543,5.599,5.058,2.439,41.101,Low fat yogurt
1.091,2.01,4.555,4.019,4.819,2.587,41.158,Low fat yogurt
1.009,2.6833,4.577,4.138,4.462,2.594,40.149,Low fat yogurt
1.179,2.0963,4.487,4.073,5.821,2.68,40.346,Low fat yogurt
1.007,3.57,4.588,5.913,5.736,2.539,41.565,Regular yogurt
0.952,1.8102,4.59,4.49,5.811,2.646,40.673,Low fat yogurt
1.128,1.7705,4.599,4.658,5.556,2.526,40.527,Low fat yogurt
1.038,3.5456,4.472,4.101,4.742,2.644,41.04,Regular yogurt
1.033,3.9596,4.515,5.14,5.946,2.586,40.97,Regular yogurt
0.982,2.3791,4.58,5.994,4.663,2.51,41.246,Low fat yogurt
1.084,2.2624,4.467,5.418,5.353,2.639,41.254,Low fat yogurt
1.037,3.8235,4.435,5.174,4.927,2.547,40.746,Regular yogurt
1.171,2.7838,4.472,4.285,5.133,2.547,41.126,Low fat yogurt
0.999,2.1345,4.427,4.792,5.262,2.556,40.857,Low fat yogurt
1.128,2.8452,4.404,5.135,5.338,2.626,40.527,Low fat yogurt
0.996,3.1325,4.417,4.359,5.868,2.422,41.894,Low fat yogurt
1.115,1.0973,4.415,4.262,4.074,2.623,40.208,Non fat yogurt
1.094,1.7878,4.464,4.434,4.406,2.642,40.269,Low fat yogurt
1.097,2.6964,4.511,5.86,5.332,2.513,40.976,Low fat yogurt
1.154,1.5892,4.41,5.556,5.738,2.528,40.648,Low fat yogurt
1.06,1.1745,4.418,4.223,4.779,2.538,40.134,Low fat yogurt
1.146,3.2339,4.481,5.164,4.136,2.644,40.396,Low fat yogurt
1.086,3.7597,4.48,5.313,5.84,2.549,41.695,Regular yogurt
1.151,3.5286,4.427,5.03,5.245,2.449,40.175,Regular yogurt
1.15,2.0732,4.489,4.842,4.812,2.441,41.783,Low fat yogurt
1.002,1.0036,4.462,5.298,4.427,2.69,40.888,Non fat yogurt
1.145,1.8238,4.533,4.19,4.843,2.64,41.58,Low fat yogurt
1.135,2.3587,4.463,5.624,5.88,2.667,40.319,Low fat yogurt
1.177,1.9301,4.428,5.608,4.457,2.694,41.601,Low fat yogurt
0.954,1.9357,4.541,4.838,5.323,2.434,41.35,Low fat yogurt
0.952,1.3606,4.562,5.815,5.541,2.458,41.778,Low fat yogurt
1.035,1.0722,4.56,5.731,5.037,2.574,40.617,Non fat yogurt
0.95,2.0478,4.458,4.657,5.749,2.541,40.362,Low fat yogurt
1.117,3.0223,4.573,5.431,4.136,2.569,40.446,Low fat yogurt
1.15,3.4888,4.549,5.078,5.216,2.697,41.555,Regular yogurt
1.005,1.2476,4.454,5.037,5.805,2.695,41.75,Low fat yogurt
1.094,1.2062,4.43,5.747,5.492,2.529,41.437,Low fat yogurt
0.971,2.1043,4.521,4.609,5.403,2.635,40.597,Low fat yogurt
1.132,3.1421,4.446,5.514,4.194,2.56,41.205,Low fat yogurt
0.979,1.478,4.526,5.509,4.249,2.471,40.426,Low fat yogurt
1.106,2.9663,4.568,4.78,4.926,2.567,41.314,Low fat yogurt
1.076,1.001,4.571,4.613,4.713,2.64,40.679,Non fat yogurt
1.098,1.7699,4.544,4.367,4.898,2.543,40.654,Low fat yogurt
1.12,2.6883,4.561,5.745,5.701,2.508,40.219,Low fat yogurt
1.041,2.6484,4.5,4.595,4.781,2.688,40.095,Low fat yogurt
1.0,1.7083,4.584,4.082,4.468,2.473,41.595,Low fat yogurt
1.05,1.3281,4.433,4.913,5.674,2.476,40.65,Low fat yogurt
1.068,1.198,4.477,5.675,5.343,2.677,41.096,Low fat yogurt
1.138,2.9796,4.417,5.667,5.678,2.423,40.746,Low fat yogurt
1.019,3.0228,4.499,5.356,4.781,2.571,41.777,Low fat yogurt
0.958,2.3818,4.423,4.037,5.763,2.636,40.927,Low fat yogurt
1.127,1.831,4.512,5.323,4.797,2.654,40.463,Low fat yogurt
0.98,3.7101,4.574,5.782,4.002,2.669,41.211,Regular yogurt
0.964,3.0821,4.496,4.493,4.611,2.409,40.319,Low fat yogurt
1.026,2.288,4.548,5.696,4.936,2.408,41.919,Low fat yogurt
1.014,3.7025,4.595,5.082,4.214,2.582,40.665,Regular yogurt
1.182,3.6744,4.412,5.606,5.192,2.513,40.822,Regular yogurt
0.961,1.389,4.416,5.75,4.574,2.668,40.848,Low fat yogurt
1.161,3.7872,4.587,5.019,5.641,2.48,40.761,Regular yogurt
1.186,2.3833,4.498,4.643,4.818,2.417,40.264,Low fat yogurt
1.157,1.4263,4.449,5.514,4.11,2.69,40.24,Low fat yogurt
1.132,1.2274,4.447,4.833,4.354,2.567,40.719,Low fat yogurt
0.984,1.4226,4.571,5.138,4.797,2.472,41.945,Low fat yogurt
0.961,1.5051,4.414,5.044,4.644,2.424,41.768,Low fat yogurt
1.03,2.1865,4.417,4.273,4.304,2.539,41.927,Low fat yogurt
0.984,3.9706,4.546,5.665,4.957,2.474,40.976,Regular yogurt
0.995,1.3194,4.529,4.548,5.004,2.504,41.169,Low fat yogurt
1.012,2.7821,4.466,4.866,5.92,2.61,41.67,Low fat yogurt
1.161,3.145,4.551,4.99,4.969,2.414,41.957,Low fat yogurt
1.163,1.9953,4.442,5.55,5.06,2.49,41.166,Low fat yogurt
1.097,2.8206,4.44,5.909,4.033,2.405,41.578,Low fat yogurt
1.142,1.4912,4.517,4.274,4.472,2.609,40.057,Low fat yogurt
0.986,2.8936,4.547,5.26,5.711,2.683,41.858,Low fat yogurt
1.101,1.8976,4.406,5.687,4.538,2.579,40.234,Low fat yogurt
0.96,1.8818,4.518,5.026,5.864,2.451,40.629,Low fat yogurt
1.109,1.9733,4.477,4.693,4.657,2.666,41.623,Low fat yogurt
1.008,3.4966,4.403,5.982,5.314,2.537,40.965,Regular yogurt
1.098,3.0511,4.405,4.036,4.11,2.621,40.32,Low fat yogurt
1.028,3.5961,4.585,5.082,4.854,2.561,41.412,Regular yogurt
1.018,2.3061,4.573,4.845,4.283,2.442,41.498,Low fat yogurt
1.023,3.1574,4.558,4.881,5.417,2.422,40.649,Low fat yogurt
1.072,3.0711,4.482,5.742,4.682,2.576,40.05,Low fat yogurt
0.981,2.7437,4.507,5.976,4.642,2.463,40.997,Low fat yogurt
1.128,1.5905,4.449,4.683,4.337,2.629,41.869,Low fat yogurt
1.031,2.3053,4.554,4.066,5.465,2.457,40.294,Low fat yogurt
0.995,3.6102,4.588,5.937,4.045,2.549,41.953,Regular yogurt
1.169,3.221,4.466,4.412,4.013,2.587,40.515,Low fat yogurt
1.112,3.445,4.519,4.57,4.247,2.459,40.847,Regular yogurt
1.122,1.0975,4.422,5.873,5.357,2.514,40.444,Non fat yogurt
1.015,3.6044,4.583,4.72,5.7,2.436,40.718,Regular yogurt
1.059,3.8458,4.581,5.75,4.777,2.499,41.34,Regular yogurt
1.102,3.0192,4.462,4.986,5.641,2.564,40.416,Low fat yogurt
0.953,2.6264,4.494,4.559,4.101,2.664,40.373,Low fat yogurt
0.999,3.9753,4.471,4.85,4.784,2.635,40.194,Regular yogurt
1.148,2.9782,4.596,4.092,5.408,2.527,41.714,Low fat yogurt
0.973,1.9144,4.512,4.658,5.304,2.457,40.887,Low fat yogurt
1.105,1.6886,4.571,4.053,5.655,2.572,41.844,Low fat yogurt
1.033,1.0031,4.483,5.483,5.459,2.548,40.358,Non fat yogurt
1.041,1.9244,4.515,5.946,4.431,2.442,40.593,Low fat yogurt
1.005,2.0516,4.445,4.65,5.489,2.596,41.617,Low fat yogurt
1.048,2.8645,4.537,4.317,5.456,2.514,41.707,Low fat yogurt
1.092,3.4116,4.454,5.767,4.668,2.604,40.619,Regular yogurt
1.028,1.2975,4.526,5.75,4.058,2.669,41.923,Low fat yogurt
1.111,2.7721,4.44,4.464,4.631,2.411,40.441,Low fat yogurt
1.02,2.4631,4.566,4.698,5.736,2.424,40.401,Low fat yogurt
1.138,2.1267,4.466,5.955,4.782,2.538,40.528,Low fat yogurt
1.08,1.459,4.453,4.766,4.472,2.547,41.349,Low fat yogurt
0.972,2.9593,4.577,4.219,4.797,2.657,41.247,Low fat yogurt
1.153,3.0909,4.516,5.693,4.714,2.521,41.968,Low fat yogurt
1.137,1.8181,4.444,5.961,5.555,2.406,40.848,Low fat yogurt
0.953,3.1541,4.566,5.032,4.319,2.615,40.883,Low fat yogurt
0.95,2.0269,4.582,4.975,4.991,2.622,40.617,Low fat yogurt
1.092,1.2305,4.408,5.579,4.839,2.487,40.393,Low fat yogurt
1.027,1.8825,4.415,4.722,4.83,2.567,41.124,Low fat yogurt
1.184,1.9766,4.543,5.631,4.654,2.668,41.315,Low fat yogurt
1.141,2.2981,4.537,4.965,4.519,2.695,41.738,Low fat yogurt
1.028,1.1142,4.46,5.986,4.412,2.56,40.146,Low fat yogurt
1.179,1.068,4.466,5.393,4.321,2.672,41.855,Non fat yogurt
1.051,2.1292,4.545,5.527,4.555,2.542,40.656,Low fat yogurt
1.134,1.2655,4.42,5.229,4.028,2.444,40.964,Low fat yogurt
1.13,3.2023,4.465,4.149,5.541,2.585,40.103,Low fat yogurt
1.177,2.4855,4.501,4.818,5.307,2.512,40.442,Low fat yogurt
1.087,2.9412,4.575,5.719,5.503,2.413,41.951,Low fat yogurt
1.125,3.9856,4.476,4.502,4.386,2.545,40.641,Regular yogurt
1.165,1.5852,4.482,4.795,5.586,2.419,40.685,Low fat yogurt
1.185,2.635,4.51,5.543,5.457,2.549,41.35,Low fat yogurt
1.139,2.3852,4.407,4.498,4.58,2.621,40.022,Low fat yogurt
1.002,3.7642,4.439,4.39,4.138,2.401,40.12,Regular yogurt
1.004,2.6812,4.513,4.772,4.231,2.473,41.503,Low fat yogurt
0.965,1.8792,4.481,4.131,4.698,2.494,40.093,Low fat yogurt
1.056,1.8478,4.467,4.601,4.353,2.453,40.807,Low fat yogurt
1.074,2.9867,4.446,4.776,5.103,2.58,40.548,Low fat yogurt
1.104,3.5684,4.584,5.746,4.011,2.567,40.653,Regular yogurt
1.05,3.105,4.572,4.181,5.507,2.565,41.674,Low fat yogurt
1.189,2.1525,4.426,5.606,5.66,2.463,41.756,Low fat yogurt
1.051,1.1142,4.479,4.297,4.589,2.513,41.552,Low fat yogurt
1.059,1.7939,4.509,5.599,4.835,2.659,41.401,Low fat yogurt
1.088,2.7386,4.465,5.756,4.75,2.674,41.007,Low fat yogurt
1.055,3.766,4.469,4.781,5.234,2.656,41.598,Regular yogurt
1.082,2.8841,4.503,4.899,4.847,2.51,41.491,Low fat yogurt
1.079,1.3435,4.598,5.439,5.048,2.426,41.009,Low fat yogurt
1.01,2.3493,4.452,5.746,4.793,2.457,41.664,Low fat yogurt
0.968,3.4659,4.598,4.111,5.766,2.578,41.227,Regular yogurt
0.955,1.2089,4.522,5.068,4.248,2.422,41.186,Low fat yogurt
1.035,2.3754,4.465,4.159,5.706,2.456,40.045,Low fat yogurt
0.971,2.4395,4.52,5.515,5.103,2.622,41.826,Low fat yogurt
1.081,2.0041,4.597,4.897,4.373,2.571,41.594,Low fat yogurt
1.156,1.5678,4.561,4.657,5.844,2.422,40.784,Low fat yogurt
1.031,1.7347,4.532,4.036,5.91,2.591,41.782,Low fat yogurt
1.069,3.6859,4.45,4.814,5.563,2.69,41.234,Regular yogurt
1.091,2.2621,4.565,5.673,4.34,2.581,41.899,Low fat yogurt
0.975,3.3358,4.485,5.855,5.416,2.589,40.138,Regular yogurt
1.119,2.2838,4.434,4.92,4.129,2.467,41.72,Low fat yogurt
1.184,3.2688,4.472,5.567,5.999,2.556,41.095,Regular yogurt
1.025,2.2681,4.47,4.811,5.541,2.439,41.757,Low fat yogurt
1.097,3.6232,4.447,4.833,4.412,2.646,40.163,Regular yogurt
1.181,2.8799,4.403,5.481,5.492,2.589,40.64,Low fat yogurt
1.06,1.0569,4.574,5.929,5.8,2.651,41.453,Non fat yogurt
1.13,3.1506,4.598,4.622,5.621,2.603,41.571,Low fat yogurt
0.989,2.4373,4.424,4.472,5.687,2.643,40.562,Low fat yogurt
1.03,3.2784,4.521,4.463,4.733,2.637,40.198,Regular yogurt
1.186,2.462,4.55,4.064,4.6,2.646,41.088,Low fat yogurt
0.973,2.1861,4.469,5.166,5.961,2.574,41.248,Low fat yogurt
1.002,2.3182,4.492,4.793,5.501,2.615,40.627,Low fat yogurt
1.111,2.4589,4.468,4.185,5.199,2.55,41.002,Low fat yogurt
1.124,1.3364,4.408,5.542,4.398,2.41,40.243,Low fat yogurt
1.029,2.6711,4.547,4.53,5.919,2.441,40.439,Low fat yogurt
1.009,3.8039,4.575,5.155,5.077,2.533,41.423,Regular yogurt
0.993,3.4981,4.425,5.478,5.818,2.588,41.872,Regular yogurt
1.151,1.0967,4.485,5.052,4.489,2.469,41.0,Non fat yogurt
1.028,3.2474,4.446,5.663,5.799,2.499,41.955,Low fat yogurt
1.122,2.1685,4.44,5.492,5.947,2.683,40.071,Low fat yogurt
0.974,3.2517,4.56,5.195,4.874,2.537,41.636,Regular yogurt
1.173,2.7353,4.488,5.71,4.366,2.678,40.354,Low fat yogurt
1.189,2.4056,4.587,5.49,4.418,2.586,41.952,Low fat yogurt
1.057,2.3246,4.4,5.664,5.835,2.54,41.145,Low fat yogurt
1.115,3.078,4.47,4.669,5.442,2.539,41.792,Low fat yogurt
1.183,1.7318,4.514,5.64,5.459,2.562,41.736,Low fat yogurt
0.972,1.2013,4.51,4.975,4.349,2.511,41.997,Low fat yogurt
1.108,1.2759,4.458,5.545,5.716,2.508,40.288,Low fat yogurt
1.1,1.0656,4.437,4.785,4.739,2.414,40.926,Non fat yogurt
1.017,2.7851,4.6,4.278,5.147,2.467,40.904,Low fat yogurt
1.028,2.5628,4.576,4.136,5.352,2.5,40.299,Low fat yogurt
1.147,3.5281,4.453,4.256,5.205,2.697,40.026,Regular yogurt
1.189,2.3908,4.594,5.272,5.116,2.663,41.314,Low fat yogurt
0.95,3.8433,4.421,4.79,5.184,2.615,41.557,Regular yogurt
1.153,2.7235,4.575,5.488,4.519,2.61,40.119,Low fat yogurt
1.128,2.8636,4.596,5.359,4.492,2.488,41.242,Low fat yogurt
1.133,1.9732,4.568,5.028,5.755,2.638,40.272,Low fat yogurt
1.145,2.9291,4.479,4.188,4.222,2.635,40.099,Low fat yogurt
1.109,3.6024,4.527,5.07,4.461,2.517,41.284,Regular yogurt
1.085,3.0317,4.475,5.905,4.88,2.617,41.228,Low fat yogurt
1.029,1.0216,4.585,4.133,4.879,2.587,41.293,Non fat yogurt
1.057,2.0114,4.502,5.014,4.203,2.479,41.237,Low fat yogurt
1.119,1.4999,4.461,5.806,5.142,2.615,40.562,Low fat yogurt
0.954,2.7752,4.56,5.591,4.578,2.414,41.04,Low fat yogurt
1.043,1.7616,4.509,4.629,5.339,2.681,40.98,Low fat yogurt
1.09,3.9533,4.441,4.569,4.649,2.646,41.427,Regular yogurt
1.095,3.2845,4.495,4.569,5.705,2.403,40.839,Regular yogurt
1.006,2.6749,4.567,5.402,5.512,2.483,40.871,Low fat yogurt
0.965,3.4434,4.48,4.118,4.543,2.602,40.417,Regular yogurt
1.059,3.8674,4.477,4.324,5.305,2.589,41.774,Regular yogurt
1.093,3.6271,4.49,5.77,5.748,2.521,40.521,Regular yogurt
1.188,1.867,4.487,4.657,4.856,2.419,41.427,Low fat yogurt
0.97,2.1922,4.587,5.428,4.351,2.659,40.376,Low fat yogurt
1.155,3.6742,4.55,5.605,5.854,2.57,40.427,Regular yogurt
0.953,2.7239,4.523,5.609,5.813,2.667,40.629,Low fat yogurt
1.004,2.5395,4.508,4.086,5.021,2.686,40.406,Low fat yogurt
1.157,2.765,4.55,5.746,4.829,2.69,40.207,Low fat yogurt
0.973,2.2797,4.499,5.436,5.963,2.429,41.975,Low fat yogurt
1.177,2.1192,4.419,4.221,4.942,2.477,41.399,Low fat yogurt
0.955,1.3636,4.501,5.339,5.62,2.511,40.097,Low fat yogurt
1.144,2.7953,4.506,5.237,5.329,2.418,40.925,Low fat yogurt
0.976,2.3047,4.547,4.581,5.948,2.439,41.822,Low fat yogurt
1.134,2.9657,4.531,4.805,4.475,2.532,41.445,Low fat yogurt
1.167,2.3305,4.506,4.733,4.906,2.447,41.214,Low fat yogurt
1.14,1.4577,4.464,5.757,4.611,2.512,41.317,Low fat yogurt
1.09,1.7244,4.468,5.608,5.532,2.674,40.864,Low fat yogurt
0.988,2.5616,4.566,4.627,4.715,2.464,40.827,Low fat yogurt
1.185,3.2607,4.473,5.754,4.874,2.483,40.554,Regular yogurt
1.051,3.0362,4.503,4.543,5.983,2.433,41.681,Low fat yogurt
0.957,2.0631,4.426,5.176,4.069,2.61,40.221,Low fat yogurt
0.98,2.0199,4.474,4.825,4.516,2.42,40.612,Low fat yogurt
0.985,3.4959,4.51,4.346,5.647,2.5,40.799,Regular yogurt
0.954,1.7892,4.569,5.822,5.68,2.412,41.781,Low fat yogurt
1.153,1.2019,4.481,4.192,4.199,2.444,41.398,Low fat yogurt
0.952,2.2579,4.561,4.48,5.936,2.676,40.842,Low fat yogurt
1.078,2.3745,4.458,4.6,5.385,2.506,40.796,Low fat yogurt
0.995,2.0354,4.428,4.167,5.115,2.655,40.201,Low fat yogurt
1.083,1.4033,4.549,5.213,4.599,2.601,40.157,Low fat yogurt
1.143,2.1769,4.474,4.083,4.395,2.621,40.874,Low fat yogurt
1.015,1.1515,4.565,5.632,5.848,2.495,41.222,Low fat yogurt
1.018,1.0826,4.413,4.215,5.868,2.693,40.565,Non fat yogurt
1.079,1.9962,4.542,5.058,5.925,2.64,40.612,Low fat yogurt
1.029,2.6625,4.413,4.888,5.79,2.446,40.378,Low fat yogurt
1.146,3.1053,4.421,5.395,4.59,2.436,41.248,Low fat yogurt
0.999,2.3189,4.419,5.78,4.454,2.691,40.82,Low fat yogurt
1.128,2.8183,4.508,4.842,4.665,2.594,41.887,Low fat yogurt
1.066,3.4329,4.428,4.881,5.191,2.684,41.008,Regular yogurt
0.952,3.5216,4.472,4.121,4.356,2.671,40.621,Regular yogurt
1.0,2.9171,4.537,5.277,4.032,2.663,41.91,Low fat yogurt
1.071,3.188,4.444,5.725,4.535,2.416,41.528,Low fat yogurt
0.965,1.2428,4.567,5.639,5.094,2.516,40.151,Low fat yogurt
1.034,2.099,4.464,4.842,5.232,2.538,41.439,Low fat yogurt
1.079,2.69,4.474,4.274,5.631,2.629,41.021,Low fat yogurt
0.966,3.3361,4.431,4.154,5.94,2.615,40.334,Regular yogurt
0.951,3.0313,4.475,4.97,4.379,2.499,40.104,Low fat yogurt
0.998,1.3601,4.552,4.777,5.624,2.574,41.08,Low fat yogurt
1.088,3.4171,4.52,4.469,5.847,2.643,40.716,Regular yogurt
1.183,1.9619,4.428,5.938,4.215,2.485,41.926,Low fat yogurt
1.006,1.1759,4.558,5.897,5.571,2.408,40.606,Low fat yogurt
1.019,2.6217,4.539,5.522,4.793,2.684,40.656,Low fat yogurt
0.981,1.4343,4.438,4.202,4.325,2.577,41.855,Low fat yogurt
0.987,3.6046,4.467,5.263,5.449,2.665,41.79,Regular yogurt
1.03,2.301,4.522,5.126,4.245,2.683,40.317,Low fat yogurt
1.072,1.7977,4.457,5.125,5.541,2.603,40.944,Low fat yogurt
0.995,1.0517,4.467,4.253,4.998,2.639,41.194,Non fat yogurt
0.954,1.859,4.439,4.943,5.472,2.587,41.768,Low fat yogurt
1.016,2.0732,4.565,5.575,4.318,2.661,40.416,Low fat yogurt
1.131,1.6196,4.594,4.93,4.467,2.518,40.893,Low fat yogurt
1.003,2.902,4.454,4.169,5.852,2.593,40.543,Low fat yogurt
1.056,2.1135,4.554,5.118,5.766,2.663,41.019,Low fat yogurt
1.06,2.5389,4.557,5.492,5.978,2.497,41.611,Low fat yogurt
1.05,1.5239,4.439,4.908,5.9,2.651,41.446,Low fat yogurt
1.055,1.4066,4.581,4.703,4.502,2.512,40.299,Low fat yogurt
1.18,2.6051,4.562,4.083,4.614,2.416,41.519,Low fat yogurt
1.158,3.6967,4.493,5.174,5.217,2.505,40.898,Regular yogurt
1.186,1.8913,4.55,5.4,5.225,2.567,41.983,Low fat yogurt
0.987,2.1775,4.487,5.038,4.306,2.627,40.041,Low fat yogurt
1.097,2.3545,4.57,5.941,4.781,2.495,40.55,Low fat yogurt
1.014,3.4376,4.431,4.244,4.747,2.548,40.107,Regular yogurt
1.141,1.9894,4.47,4.632,4.777,2.653,41.69,Low fat yogurt
1.164,1.5748,4.582,4.487,5.655,2.663,40.571,Low fat yogurt
1.103,2.4837,4.415,4.063,5.943,2.643,41.322,Low fat yogurt
0.95,3.8214,4.418,5.552,4.702,2.512,40.652,Regular yogurt
1.07,2.3314,4.464,5.736,4.859,2.648,40.39,Low fat yogurt
1.089,1.7208,4.555,5.751,5.468,2.515,40.338,Low fat yogurt
1.033,2.8682,4.411,4.467,4.914,2.479,40.322,Low fat yogurt
1.063,1.0519,4.542,5.796,5.751,2.467,41.173,Non fat yogurt
0.981,2.0095,4.544,5.47,4.804,2.598,40.239,Low fat yogurt
0.986,2.3108,4.541,5.065,5.813,2.437,41.07,Low fat yogurt
0.974,1.7111,4.484,5.64,5.876,2.678,40.462,Low fat yogurt
1.08,3.9207,4.552,4.032,5.818,2.449,41.083,Regular yogurt
1.038,2.5615,4.432,4.014,5.689,2.65,40.984,Low fat yogurt
1.059,3.4981,4.534,5.253,5.384,2.488,41.444,Regular yogurt
1.071,3.2907,4.482,4.259,4.396,2.629,40.3,Regular yogurt
1.044,1.6903,4.481,4.845,4.145,2.587,41.633,Low fat yogurt
1.111,1.2335,4.534,5.371,4.426,2.562,40.45,Low fat yogurt
1.107,3.0372,4.432,4.391,4.176,2.54,40.007,Low fat yogurt
1.106,3.9293,4.445,5.222,6.0,2.62,40.912,Regular yogurt
1.066,3.6877,4.472,4.92,5.694,2.477,40.183,Regular yogurt
1.028,2.4561,4.495,4.949,5.099,2.57,40.21,Low fat yogurt
1.086,1.5867,4.522,4.234,4.15,2.467,40.746,Low fat yogurt
1.142,1.2815,4.51,4.192,4.791,2.536,40.843,Low fat yogurt
1.082,3.782,4.45,4.433,5.162,2.436,41.591,Regular yogurt
1.042,1.6004,4.541,4.226,5.82,2.496,40.242,Low fat yogurt
1.105,2.0054,4.489,4.186,5.779,2.558,41.418,Low fat yogurt
1.062,1.4825,4.506,4.988,5.168,2.512,40.132,Low fat yogurt
1.007,2.0712,4.597,4.787,4.158,2.543,41.281,Low fat yogurt
1.189,2.2489,4.442,5.622,4.994,2.526,40.171,Low fat yogurt
1.12,1.7723,4.495,5.795,5.204,2.616,41.892,Low fat yogurt
1.166,1.64,4.491,4.384,5.738,2.656,40.605,Low fat yogurt
1.106,2.2529,4.466,5.046,4.164,2.483,40.283,Low fat yogurt
1.043,1.6278,4.408,4.84,4.726,2.608,40.22,Low fat yogurt
1.133,2.6039,4.554,5.986,5.786,2.495,40.235,Low fat yogurt
1.043,1.5567,4.441,4.974,5.396,2.471,41.483,Low fat yogurt
1.011,2.8703,4.544,5.974,5.97,2.458,41.758,Low fat yogurt
1.079,1.6917,4.537,5.03,5.402,2.592,40.202,Low fat yogurt
1.096,1.9512,4.564,5.331,5.81,2.408,41.683,Low fat yogurt
1.023,1.4227,4.569,5.621,5.437,2.699,40.816,Low fat yogurt
1.168,3.3696,4.42,4.465,4.86,2.667,41.683,Regular yogurt
1.023,2.436,4.454,4.808,4.194,2.641,40.414,Low fat yogurt
1.002,2.2995,4.478,4.34,4.905,2.629,40.501,Low fat yogurt
1.054,2.6211,4.4,4.752,5.783,2.418,40.231,Low fat yogurt
1.105,2.4723,4.556,4.417,4.547,2.466,40.541,Low fat yogurt
0.969,3.7994,4.55,5.647,4.671,2.693,40.029,Regular yogurt
0.955,1.3916,4.45,5.432,5.696,2.686,41.655,Low fat yogurt
1.08,1.976,4.457,4.001,5.809,2.462,40.844,Low fat yogurt
0.966,1.1007,4.402,5.738,4.677,2.492,40.473,Low fat yogurt
1.135,1.0003,4.509,4.249,4.212,2.64,41.423,Non fat yogurt
1.04,1.7668,4.536,5.835,4.7,2.658,41.583,Low fat yogurt
1.15,2.3216,4.585,4.953,5.168,2.553,40.697,Low fat yogurt
1.121,3.7201,4.6,4.88,4.484,2.63,41.437,Regular yogurt
1.084,3.5432,4.414,4.737,4.962,2.659,40.678,Regular yogurt
1.092,1.4813,4.539,4.652,4.324,2.591,40.426,Low fat yogurt
0.984,1.8361,4.517,5.36,4.043,2.408,40.015,Low fat yogurt
1.126,1.5899,4.561,5.881,4.813,2.458,40.629,Low fat yogurt
1.177,1.8013,4.585,5.511,4.492,2.564,41.848,Low fat yogurt
0.992,2.9902,4.451,5.654,4.354,2.495,40.221,Low fat yogurt
0.97,2.7247,4.599,5.461,5.805,2.443,40.968,Low fat yogurt
1.071,2.4932,4.467,5.115,5.56,2.532,41.518,Low fat yogurt
1.018,3.5679,4.484,4.01,5.976,2.678,40.92,Regular yogurt
1.186,2.7354,4.532,5.579,4.302,2.42,40.095,Low fat yogurt
1.142,3.6933,4.517,4.996,5.922,2.45,41.216,Regular yogurt
1.106,2.4273,4.462,4.923,4.981,2.513,41.329,Low fat yogurt
0.971,2.8155,4.445,5.305,4.127,2.618,40.141,Low fat yogurt
1.085,3.1629,4.408,5.736,4.883,2.657,41.305,Low fat yogurt
1.124,3.1948,4.6,4.724,4.1,2.437,40.457,Low fat yogurt
1.108,1.1144,4.573,4.448,5.399,2.684,40.167,Low fat yogurt
1.036,3.6158,4.513,4.824,5.83,2.497,40.343,Regular yogurt
